0 -0.127591 
0.125 0.311993 
0.25 -0.0357825 
0.375 0.295522 
0.5 -0.0887454 
0.625001 0.274415 
0.750001 -0.0921179 
0.875001 0.24531 
1 -0.13388 
1.125 0.277651 
1.25 -0.0273508 
1.375 0.368588 
1.5 -0.0144204 
1.625 0.421322 
1.75 0.087797 
1.875 0.536991 
2 0.093238 
2.125 0.399515 
2.25 -0.000230725 
2.375 0.596138 
2.5 0.251687 
2.625 0.666619 
2.75 0.219992 
2.875 0.558515 
3 0.108354 
3.125 0.572154 
3.25 0.255809 
3.375 0.728213 
3.5 0.452712 
3.625 0.843602 
3.75 0.299917 
3.875 0.853814 
4 0.499602 
4.125 0.840531 
4.25 0.45123 
4.375 0.979203 
4.5 0.57543 
4.625 1.08345 
4.75 0.646069 
4.875 1.07966 
5 0.614967 
5.125 1.16623 
5.25 0.685512 
5.375 1.14694 
5.5 0.645542 
5.625 1.25506 
5.75 0.879433 
5.875 1.38102 
6 0.927124 
6.12501 1.49355 
6.25001 1.0361 
6.37501 1.53648 
6.50001 1.01076 
6.62501 1.59221 
6.75001 1.17808 
6.87501 1.77426 
7.00001 1.2392 
7.12501 1.79674 
7.25001 1.33878 
7.37501 1.8933 
7.50001 1.35964 
7.62501 1.98919 
7.75001 1.57166 
7.87501 2.26152 
8.00001 1.74212 
8.12501 2.35701 
8.25001 1.80648 
8.37501 2.39267 
8.50001 1.87346 
8.62501 2.58144 
8.75001 2.05419 
8.87501 2.68683 
9.00001 2.14797 
9.12501 2.85511 
9.25001 2.31463 
9.37501 3.01097 
9.50001 2.44387 
9.62501 3.2509 
9.75001 2.7259 
9.87501 3.52131 
10 2.95253 
10.125 3.81121 
10.25 3.28364 
10.375 4.10446 
10.5 3.55224 
10.625 4.43178 
10.75 3.90322 
10.875 4.79093 
11 4.21577 
11.125 5.07155 
11.25 4.4597 
11.375 5.40036 
11.5 4.8354 
11.625 5.92951 
11.75 5.38838 
11.875 6.51561 
12 5.94748 
12.125 7.12861 
12.25 6.60978 
12.375 7.86496 
12.5 7.31056 
12.625 8.73115 
12.75 8.24086 
12.875 9.67128 
13 9.14452 
13.125 10.7713 
13.25 10.3403 
13.375 12.1929 
13.5 11.963 
13.625 14.2115 
13.75 14.161 
13.875 16.7568 
14 16.941 
14.125 20.1085 
14.25 20.7284 
14.375 24.6772 
14.5 26.0793 
14.625 31.3436 
14.75 33.9283 
14.875 41.1444 
15 45.9132 
15.125 56.6222 
15.25 65.094 
15.375 81.4542 
15.5 96.2384 
15.625 121.309 
15.75 144.042 
15.875 178.355 
16 204.317 
16.125 235.013 
16.25 225.887 
16.375 176.33 
16.5 -67.2044 
16.625 -346.18 
16.75 -357.438 
16.875 -312.609 
17 -243.515 
17.125 -189.385 
17.25 -138.533 
17.375 -104.765 
17.5 -74.9674 
17.625 -56.9696 
17.75 -40.2635 
17.875 -31.1104 
18 -21.7156 
18.125 -17.3754 
18.25 -11.8652 
18.375 -9.88333 
18.5 -6.50592 
18.625 -5.74266 
18.75 -3.46134 
18.875 -3.22062 
19 -1.59298 
19.125 -1.64661 
19.25 -0.397298 
19.375 -0.600497 
19.5 0.367888 
19.625 0.100849 
19.75 0.928361 
19.875 0.675691 
20 1.35574 
20.125 1.07821 
20.25 1.64523 
20.375 1.33365 
20.5 1.75278 
20.625 1.44636 
20.75 1.82388 
20.875 1.51396 
21 1.81472 
21.125 1.53144 
21.25 1.77915 
21.375 1.49855 
21.5 1.69825 
21.625 1.43735 
21.75 1.62571 
21.875 1.39365 
22 1.54872 
22.125 1.3241 
22.25 1.42778 
22.375 1.21039 
22.5 1.28535 
22.625 1.09068 
22.75 1.15129 
22.875 0.972423 
23 1.00499 
23.125 0.845658 
23.25 0.872489 
23.375 0.72449 
23.5 0.733043 
23.625 0.603729 
23.75 0.608986 
23.875 0.49295 
24 0.480796 
24.125 0.378341 
24.25 0.35715 
24.375 0.268669 
24.5 0.232929 
24.625 0.15686 
24.75 0.114956 
24.875 0.0521568 
25 0 
25.125 -0.051061 
25.25 -0.109798 
25.375 -0.14579 
25.5 -0.210592 
25.625 -0.237947 
25.75 -0.313212 
25.875 -0.327312 
26 -0.405975 
26.125 -0.414263 
26.25 -0.49806 
26.375 -0.485801 
26.5 -0.572727 
26.625 -0.560645 
26.75 -0.662768 
26.875 -0.635509 
27 -0.731526 
27.125 -0.692465 
27.25 -0.80032 
27.375 -0.748474 
27.5 -0.840719 
27.625 -0.793329 
27.75 -0.919562 
27.875 -0.863605 
28 -0.976556 
28.125 -0.902272 
28.25 -1.04019 
28.375 -0.960408 
28.5 -1.08181 
28.625 -0.985054 
28.75 -1.10994 
28.875 -1.00076 
29 -1.16204 
29.125 -1.06185 
29.25 -1.16584 
29.375 -1.07917 
29.5 -1.25263 
29.625 -1.09986 
29.75 -1.22588 
29.875 -1.09323 
30 -1.22786 
30.125 -1.12338 
30.25 -1.30149 
30.375 -1.1919 
30.5 -1.33956 
30.625 -1.19282 
30.75 -1.29351 
30.875 -1.1394 
31 -1.34617 
31.125 -1.22435 
31.25 -1.37597 
31.375 -1.19757 
31.5 -1.3534 
31.625 -1.19315 
31.75 -1.371 
31.875 -1.18632 
32 -1.34809 
32.125 -1.19098 
32.25 -1.38692 
32.375 -1.22679 
32.5 -1.40308 
32.625 -1.24273 
32.75 -1.4291 
32.875 -1.25738 
33 -1.39505 
33.125 -1.1971 
33.25 -1.35494 
33.375 -1.22542 
33.5 -1.3695 
33.625 -1.19214 
33.75 -1.3416 
33.875 -1.1793 
34 -1.37292 
34.125 -1.15106 
34.25 -1.31531 
34.375 -1.08505 
34.5 -1.38957 
34.625 -1.09655 
34.75 -1.27246 
34.875 -1.13689 
35 -1.38736 
35.125 -1.08119 
35.25 -1.32974 
35.375 -1.12214 
35.5 -1.35127 
35.625 -1.10524 
35.75 -1.27698 
35.875 -1.10242 
36 -1.30055 
36.125 -1.09571 
36.25 -1.25774 
36.375 -1.02551 
36.5 -1.22924 
36.625 -1.03911 
36.75 -1.25859 
36.875 -1.00607 
37 -1.23511 
37.125 -0.998463 
37.25 -1.23968 
37.375 -0.984976 
37.5 -1.21043 
37.625 -0.965637 
37.75 -1.18172 
37.875 -0.919476 
38 -1.09899 
38.125 -0.861417 
38.25 -1.13856 
38.375 -0.937946 
38.5 -1.21024 
38.625 -0.937307 
38.75 -1.1159 
38.875 -0.836912 
39 -1.11662 
39.125 -0.80675 
39.25 -0.993269 
39.375 -0.732508 
39.5 -1.05237 
39.625 -0.869158 
39.75 -1.13515 
39.875 -0.881012 
40 -1.13678 
40.125 -0.84917 
40.25 -1.04297 
40.375 -0.708265 
40.5 -0.988648 
40.625 -0.759009 
40.75 -1.02399 
40.875 -0.638058 
41 -0.801392 
41.125 -0.591296 
41.25 -0.8854 
41.375 -0.658576 
41.5 -1.02509 
41.625 -0.66611 
41.75 -0.86565 
41.875 -0.628617 
42 -1.01338 
42.125 -0.700206 
42.25 -1.04328 
42.375 -0.662141 
42.5 -0.806545 
42.625 -0.493637 
42.75 -0.838198 
42.875 -0.562299 
43 -0.803784 
43.125 -0.415912 
43.25 -0.701915 
43.375 -0.404861 
43.5 -0.735643 
43.625 -0.445105 
43.75 -0.820156 
43.875 -0.589696 
44 -0.884837 
44.125 -0.493189 
44.25 -0.713875 
44.375 -0.41729 
44.5 -0.73103 
44.625 -0.327416 
44.75 -0.614289 
44.875 -0.329309 
45 -0.714677 
45.125 -0.425303 
45.25 -0.755879 
45.375 -0.351139 
45.5 -0.622697 
45.625 -0.280463 
45.75 -0.589278 
45.875 -0.261286 
46 -0.56295 
46.125 -0.238064 
46.25 -0.575212 
46.375 -0.229566 
46.5 -0.551143 
46.625 -0.177279 
46.75 -0.571921 
46.875 -0.206961 
47 -0.525004 
47.125 -0.107697 
47.25 -0.444669 
47.375 -0.105649 
47.5 -0.467559 
47.625 -0.126832 
47.75 -0.359522 
47.875 -0.0759864 
48 -0.396978 
48.125 -0.132794 
48.25 -0.354111 
48.375 0.00718855 
48.5 -0.48596 
48.625 -0.117159 
48.75 -0.289408 
48.875 -0.0205561 
49 -0.438073 
49.125 0.0814896 
49.25 -0.287307 
49.375 0.152136 
49.5 -0.318049 
49.625 0.156864 
49.75 -0.234117 
49.875 0.22423 
50 -0.211041 
50.125 0.169423 
