# V_in, V_out
1.200000000000000000e+01,-2.500000000000000000e+00
1.660000000000000142e+01,-5.000000000000000000e+00
2.239999999999999858e+01,-8.099999999999999645e+00
2.760000000000000142e+01,-1.200000000000000000e+01
3.239999999999999858e+01,-1.719999999999999929e+01
3.750000000000000000e+01,-2.350000000000000000e+01
4.210000000000000142e+01,-2.969999999999999929e+01
4.970000000000000284e+01,-4.360000000000000142e+01
