# V_in, V_out
1.190000000000000036e+01,-7.299999999999999822e+00
1.660000000000000142e+01,-1.319999999999999929e+01
2.260000000000000142e+01,-2.319999999999999929e+01
2.760000000000000142e+01,-3.389999999999999858e+01
3.270000000000000284e+01,-4.929999999999999716e+01
3.750000000000000000e+01,-6.679999999999999716e+01
4.200000000000000000e+01,-8.529999999999999716e+01
4.950000000000000000e+01,-1.209000000000000057e+02
