# V_in, V_out
1.190000000000000036e+01,-5.500000000000000000e+00
1.760000000000000142e+01,-1.080000000000000071e+01
2.260000000000000142e+01,-1.760000000000000142e+01
2.750000000000000000e+01,-2.660000000000000142e+01
3.239999999999999858e+01,-3.770000000000000284e+01
3.739999999999999858e+01,-5.089999999999999858e+01
4.189999999999999858e+01,-6.559999999999999432e+01
4.960000000000000142e+01,-9.129999999999999716e+01
