# V_in, V_out
1.209999999999999964e+01,-7.700000000000000178e+00
1.689999999999999858e+01,-1.340000000000000036e+01
2.280000000000000071e+01,-2.400000000000000000e+01
2.789999999999999858e+01,-3.610000000000000142e+01
3.289999999999999858e+01,-4.929999999999999716e+01
3.800000000000000000e+01,-6.559999999999999432e+01
4.260000000000000142e+01,-8.320000000000000284e+01
5.000000000000000000e+01,-1.155000000000000000e+02
