# V_in, V_out
1.200000000000000000e+01,-6.299999999999999822e+00
1.680000000000000071e+01,-1.190000000000000036e+01
2.280000000000000071e+01,-1.930000000000000071e+01
2.789999999999999858e+01,-2.910000000000000142e+01
3.289999999999999858e+01,-4.079999999999999716e+01
3.800000000000000000e+01,-5.510000000000000142e+01
4.270000000000000284e+01,-6.950000000000000000e+01
4.979999999999999716e+01,-9.759999999999999432e+01
