,0,1,2,3,5,6,7,9,10,22,23
188,(-149.99104924233131+109.26305361086494j),(-2.4565844239806673-1.7421281995833642j),(-109.89345561300448-116.5060285859376j),(30.57781647790687-239.72102416489935j),(814.3587803324905+538.1123424656404j),(65.86347333582239-733.5403761287656j),(-529.1959622780175-808.4441803801162j),(413.1587735224613-288.7484096675931j),(-43.29332393798153-480.3128340595086j),(648.883053285507+314.2227981972032j),(731.9257961841764-221.88469652364347j)
189,(-124.54993327399407+113.43774060660006j),(-2.441081116863895-1.3508716867485584j),(-114.71061607109412-96.10106897613197j),(8.071983084429391-215.4708785668854j),(839.436277071168+590.4454435055751j),(69.01690467591854-725.2570345540146j),(-514.5699629006582-784.4531733841521j),(413.5543350657283-304.79473364121804j),(-56.217007680223084-468.01323990324835j),(689.5556362281528+279.9737417312392j),(725.4864380407478-216.32025583593443j)
190,(-110.256542380953+107.97093523912972j),(-2.261935745210521-1.194805473387373j),(-102.79067622938753-83.05262381833288j),(0.39290513949665495-197.2516838039579j),(770.5587916834245+602.1861763480478j),(82.5617665976836-703.2214071739817j),(-490.91504849074965-802.0572976066576j),(423.03537850035747-277.13780364256803j),(-35.65909606474341-471.6228908629311j),(651.1217979805748+320.9506738250857j),(718.2260985993421-187.30739754041892j)
191,(-93.8259457118643+106.206264014439j),(-2.2103599717222915-0.9207957705351343j),(-103.16000430606533-67.58685394949353j),(-13.04506337528096-183.34821717375223j),(816.3508352668567+621.4307833462187j),(73.14048876093702-747.5780273901471j),(-530.7374658174897-787.540766300532j),(430.72204833394755-289.72697717409096j),(-62.79139068370287-482.770625881868j),(682.5988640012451+321.78888438499996j),(742.8795371059646-212.6799921462852j)
192,(-73.91800990517203+101.77430734055221j),(-2.0042302334612203-0.637216345978219j),(-95.65567693523357-54.320683682353746j),(-22.899348375066907-159.8195637969339j),(806.3386337345615+595.0961640797597j),(84.43800642680621-742.8975835171349j),(-529.3284067827885-803.7798055930036j),(421.35080827283673-286.241856153529j),(-50.30926725644777-480.11486399863185j),(682.1208802962144+324.7186310711099j),(723.9315534841242-198.6373040691734j)
193,(-62.32187927282095+91.42110694407286j),(-1.7947682755475383-0.5391340193667548j),(-86.2712376454676-45.15748670929156j),(-21.7163177173814-143.51022030608368j),(784.8663723154798+646.0470106956691j),(92.40948029471431-727.8188739075641j),(-504.15094957416335-803.3876295149602j),(427.7177479213548-276.39786451792355j),(-27.88211459267714-483.37418586540457j),(647.8484696825424+340.5968221236726j),(735.5400502805461-182.86587457131895j)
194,(-50.60446105385668+82.4221115377458j),(-1.5784770766167213-0.3091856262945015j),(-79.17266619583438-34.56286973101854j),(-29.385001999774406-126.13286352340786j),(760.0438185264424+633.0149418485369j),(74.03173363776023-711.8608234187824j),(-518.2003833138098-806.2372272603367j),(417.101992546584-279.6175358038525j),(-43.972505584144294-474.62980028259153j),(648.4839404089581+339.4988180157245j),(705.5817712949685-195.02212127908192j)
195,(-37.95009363493375+78.1176260857097j),(-1.5202342642306745-0.20759733295191582j),(-73.15412203340435-24.037631016032687j),(-33.678603192965134-107.1317167610085j),(787.9596455547239+633.4784753067693j),(76.15019300920068-716.4620871118929j),(-534.292530092388-781.0167774664465j),(434.69073032614125-275.8159219265787j),(-49.729355822192275-467.25048822140855j),(630.5115209618807+316.71159328983595j),(710.2946465938411-174.222009058848j)
196,(-30.042548233045707+73.10674324882118j),(-1.380286580017754-0.03375393075626115j),(-68.77323233294877-17.913477105962276j),(-34.56999718928998-99.80454684433215j),(834.1736799916109+643.7876548051628j),(62.984472356131306-768.1127227452707j),(-561.2465930708745-805.2877479986857j),(440.95331888490784-301.45846743286836j),(-58.20057266093228-494.9272925092821j),(678.1830200720023+335.54166336254514j),(741.8171279033972-240.39682427867484j)
197,(-21.13786079311376+67.02266485762294j),(-1.2065928481395785+0.00594630138043728j),(-61.477137481658254-14.353636459986298j),(-37.29903146879603-83.68223742848286j),(792.651256021256+658.8449302667999j),(57.83209693315243-723.2114129334404j),(-562.1268706726789-796.9812141224276j),(430.7732473009194-298.831411194265j),(-58.06924691205203-487.9111747582792j),(687.2038743600137+347.2565698185627j),(746.6420188132538-192.48971701216058j)
198,(-17.636186460200932+61.31601072007491j),(-1.0738030788366029+0.09061996426170446j),(-55.95656035204191-9.230809536987785j),(-36.47745552661432-76.54221801100238j),(795.4422980553061+680.3382152220219j),(72.56734973766712-755.422111999402j),(-547.1043854389901-819.2665183814534j),(430.86855112169076-297.3408066208928j),(-53.61314938576431-497.2250330804027j),(666.0017042891612+345.9156348631815j),(765.805670861367-203.74322041144353j)
199,(-9.911387907948523+53.505235927413906j),(-0.9385283459573944+0.12436664709854339j),(-47.085039563223184-5.19284364937837j),(-35.72896555054873-61.91453182861457j),(778.8780251756467+635.2727722646131j),(43.756699960465454-736.0944360585486j),(-585.6096722964123-753.8133542325648j),(421.5650315379102-281.408208520338j),(-60.32377727435951-479.45364207609424j),(658.9075422863441+342.25681241232684j),(763.5210739107068-222.51678577648647j)
200,(-9.098938886617205+49.14497161413628j),(-0.844791091032875+0.1673930607390689j),(-42.8303770996163-2.2802118805672267j),(-32.88070955385135-56.462746726584626j),(826.8372607569553+696.8276614014345j),(58.023921059007996-773.5719933430131j),(-552.0525175321379-806.0622794754971j),(453.3078463609079-300.50557410587265j),(-65.36986996960536-498.29012689605133j),(662.5817120446316+397.99980619242024j),(770.2499458103487-228.93799931754901j)
201,(-6.054521214942124+42.15988687358012j),(-0.742706002609058+0.12227553881507064j),(-37.96122269097906-2.1980486666880035j),(-28.760047132986475-47.95874634399391j),(750.5769631768153+695.3864569237555j),(87.05775990900936-734.522129884176j),(-541.4705413112218-803.3844692037957j),(445.62698519581-262.3265284528905j),(-36.264570730096004-474.5936597475063j),(632.6694282928682+369.6310278986454j),(757.9299458131788-164.99498877665462j)
202,(-2.105156593135084+36.776848552637546j),(-0.5903708030940572+0.1638693403092962j),(-31.719715412898406+0.4728893138370909j),(-28.181904836354697-37.84118311622815j),(712.0856952483383+691.0481047003011j),(65.73494801762942-695.0953598262862j),(-511.2280105588377-737.7302093477487j),(418.28830628673813-270.8587162393151j),(-63.82521376159876-468.8397480618529j),(612.9458288341045+360.832020788996j),(708.8773607662306-174.29525488863158j)
203,(0.956995385232621+33.78632828754791j),(-0.5600820936020718+0.1870323025701163j),(-28.986352939713363+2.8139473041428538j),(-28.48744396321852-34.254308334287025j),(776.4086239064989+689.8500390446194j),(54.34333975581578-754.5577980109945j),(-581.6675591807191-760.8171064197194j),(433.82042295584046-279.8863799514285j),(-64.42574125196705-490.240310325344j),(658.3959926403152+362.82713477553375j),(763.7253650759571-188.41074568573038j)
204,(1.938195419859829+28.51024242862631j),(-0.4548441376848066+0.18119143862641282j),(-24.372817065404977+3.4783479175059773j),(-24.627908913686436-27.277192682710968j),(751.801871351516+669.7066910361989j),(50.76800539644349-727.7821112503415j),(-530.6258114885729-750.5244414738555j),(413.84567516456485-299.84767695036817j),(-58.57123413894543-465.6991028336854j),(647.0329516406839+376.1562441081778j),(702.9390399523803-179.85254741704844j)
205,(2.825362474490754+26.614107278351835j),(-0.4346410037802533+0.18290093956132952j),(-22.80967837087904+3.7696364078885476j),(-23.725313212528835-25.03952744956965j),(787.6470750426909+693.1027955946809j),(62.069370215241705-729.0450834544724j),(-592.0928563569652-781.3233686439582j),(435.370658816814-289.54930682204093j),(-66.4552570309348-492.91809718071283j),(611.061706600074+382.7309765471245j),(731.0602400480919-186.84153601425413j)
206,(3.1642540388297666+23.067800769968624j),(-0.36360796900912196+0.17827204748395944j),(-19.835541174882703+3.530915277832025j),(-21.16451369781509-21.942088689851488j),(719.3304303746761+750.8659090588126j),(66.14057811790039-739.2023321084209j),(-570.1123309274042-817.3722679701724j),(440.8909991142229-264.5892129798638j),(-53.84515276387557-493.0092241265369j),(623.5448520030487+388.74573954108627j),(751.789965105627-150.86509677659j)
207,(3.495495206538444+19.65711192942391j),(-0.301957796463976+0.15773037630852293j),(-16.67680094133272+3.94376967225502j),(-19.06512505356799-17.56347455894688j),(695.631463786526+696.450017186321j),(70.19550288655044-703.9060607661196j),(-577.2429052377763-772.1039955463023j),(422.8811742029517-264.262824181152j),(-45.62043796000158-470.2906471547078j),(619.1252792510434+402.09052526111634j),(746.5022597887667-172.65924425094062j)
208,(3.426277685388845+16.860973532640255j),(-0.2655385341443047+0.14368638082630122j),(-14.31605714404131+3.8149674283806467j),(-16.536905106088707-14.701366377121744j),(683.6028933015368+728.4381274657608j),(86.51392451980188-712.0766230062096j),(-566.8149511630403-756.9268097439115j),(428.2336991109643-255.02061286406447j),(-33.50174278414817-467.09018530987794j),(589.8077936076653+399.7326373813j),(742.0434572582984-136.83739612314588j)
209,(3.132684267947888+14.897992212093j),(-0.23866275950571372+0.1393745390423565j),(-12.837188477119474+2.7649894927550367j),(-14.335609770711107-13.2046263610838j),(646.7423850554204+755.143228253913j),(116.2945177231556-704.2531903827099j),(-517.5589150126679-802.0181166049747j),(432.3914281333309-234.53131708106685j),(-29.60645084747079-472.89843366094937j),(591.316488095648+433.7004931407401j),(743.1794910422497-104.29905415562916j)
210,(4.589370934893479+13.246940608505533j),(-0.20737069915052148+0.14257686153312163j),(-11.558639174134216+3.7905723014038015j),(-14.341551722907191-11.603268285480794j),(733.803314753637+764.8131603677484j),(62.795929116649916-761.4327078552976j),(-575.5708412120518-808.3344122183689j),(456.6504705811778-275.80149895283853j),(-69.33139253895027-499.1242008720597j),(639.6630590386294+407.17706977628774j),(783.5149387745267-151.51219161638517j)
211,(4.529910709678893+11.849260338453881j),(-0.18013100807569554+0.13724060284146714j),(-10.229858311657894+4.075830786388455j),(-13.549367103747354-9.375899966848547j),(746.6326183655367+763.8360343785114j),(49.09171947587046-781.4357850028119j),(-608.6450030519798-797.8471839188799j),(467.7178532711336-282.0153319601088j),(-70.44713765776144-507.4893768565001j),(656.1401410324695+434.6612700633601j),(782.5389602051296-147.25710619036585j)
212,(4.068889729790071+9.925471033608275j),(-0.14938115993389475+0.1281186975143659j),(-8.740385862483823+3.700294892641722j),(-11.287545150334182-7.727938089470743j),(688.6966114311455+738.8016206238043j),(70.14834784640121-752.4936217254424j),(-594.7607095066825-776.8602112364932j),(447.88512644029555-271.7878034710683j),(-57.90927678911028-486.0636744049041j),(609.8868235771129+429.5547680640707j),(761.0120868528425-122.35718218911201j)
213,(3.956697519164819+8.797068914997833j),(-0.13049718560425802+0.11106779607600067j),(-7.4666842860221765+3.443246433237103j),(-10.32162648366402-6.60816388054922j),(698.9601050202549+781.2308186606481j),(71.2863804494044-738.9392942268047j),(-615.7213038603586-791.9000764917937j),(463.8931749387135-259.16151949315156j),(-64.98756554858554-501.23825021768033j),(622.9799229226082+415.21709944263387j),(777.4691932464808-123.64259183111567j)
214,(3.572682994190379+7.7686304987404755j),(-0.11859851668251278+0.10405452116474956j),(-6.709363854838441+3.374036246384205j),(-9.32954481584557-5.69711529334485j),(706.7375843462752+798.9393692707632j),(88.22563173996366-780.2968974967633j),(-598.2867983563586-813.9748121270094j),(471.44958842791044-261.6689544154544j),(-55.652566019717334-512.7097433468726j),(613.1532761662655+478.54873628719326j),(792.9535552701522-111.89572162623139j)
215,(3.381311254632217+6.386648054428796j),(-0.09592466812468511+0.08883723483918085j),(-5.760733690637185+3.0620471302086236j),(-8.20115715263294-4.931460210140686j),(666.8457116539389+775.0713658278602j),(76.80132649211232-749.695012074723j),(-596.5713294321029-798.4010335335826j),(470.8757903641549-258.31772708610407j),(-46.50164771838199-491.60100727261465j),(586.0040844343142+422.0460318398965j),(770.5006369328113-111.4524431009354j)
216,(3.3936437467173497+5.386132018034122j),(-0.07393391895027064+0.08961220019900851j),(-4.747795333451521+2.94542021375629j),(-7.6782573969424455-3.662522997756467j),(746.2314697883918+756.5837076506397j),(38.75067288463289-748.3073311771067j),(-632.8166906806049-766.2350187445569j),(451.27170390414886-276.3653771247831j),(-70.39714482564389-488.8886449645201j),(629.9506266315194+416.80782582422955j),(758.4354411455905-173.4894802809422j)
217,(2.9430779396835827+5.128863051511151j),(-0.07421116061423721+0.07458408423322621j),(-4.448692109275724+2.473112804219707j),(-6.709188029760566-3.5991090758393236j),(676.4834144919869+822.9740011321114j),(121.632666910697-765.9926343967068j),(-605.6101207785456-822.1523495029987j),(495.4588028993475-232.02931212127055j),(-38.49404050336932-508.94791156143043j),(615.6219947397726+478.4933855641633j),(789.3779041614403-76.08848666526568j)
218,(2.725468295581688+4.030245008687362j),(-0.056651605176712375+0.0670013153078541j),(-3.5681247443731094+2.344579566295704j),(-5.689980799135855-2.743240382078112j),(651.1987889650807+775.1948416069666j),(92.48830867874618-741.0185482703713j),(-584.8737982232484-767.8104444731813j),(451.19957538321296-244.1975021038205j),(-48.72621069914641-482.9715801941399j),(590.2668222648139+438.45821804248783j),(741.7019389982578-100.02382072928364j)
219,(2.52271225289002+3.5706374249240427j),(-0.05114240534714523+0.06277809020364167j),(-3.210735884400548+2.170167827337107j),(-5.238170713061711-2.3012645309738815j),(652.8777213569693+797.8926579682337j),(75.18549801603736-737.191533586732j),(-597.5046267812163-783.0902600429172j),(463.0496596304981-246.82976752285293j),(-71.97509746308167-501.57189034777383j),(589.2591098080552+454.54636822865507j),(795.9562616902298-90.93531742674827j)
220,(2.143370461342782+2.930510292875077j),(-0.041829499355346036+0.054077250099703336j),(-2.5258406042369295+1.7772958392442844j),(-4.41998417242066-1.84113551434614j),(607.9373290626671+804.5284325848119j),(98.3279668916069-685.2157819733578j),(-557.0346569305372-734.5809369346831j),(446.411492596132-223.6614779921949j),(-42.7340486073984-466.60071838028085j),(552.8184334447424+451.92447530370197j),(754.3665041346836-83.68343095338733j)
221,(2.1780796408429524+2.6482199450599158j),(-0.037587366584623+0.05107933905041161j),(-2.379490418066639+1.7195460411497756j),(-4.038349034266993-1.5633034121104725j),(615.6544597655078+826.8084924311504j),(92.68647886211019-745.1473915221699j),(-607.3283618582626-776.8684819208414j),(482.40402945593297-235.67716089922482j),(-41.69905104589209-495.32286929280514j),(590.6661402343061+481.4394491496089j),(783.5779152469568-86.03251767413471j)
222,(1.7991987535684864+2.2997847692820903j),(-0.03105246358909514+0.04309993466142926j),(-2.0038547708207206+1.5299720381461224j),(-3.472357213695813-1.3296586929574323j),(589.8884972973774+820.4610149673294j),(86.6153881201976-717.8486973961269j),(-578.6763630490199-772.8687786382619j),(470.2704554012945-227.46243280573452j),(-46.94200588915032-484.34826838582677j),(572.8369220084267+498.2177069224893j),(788.1817595637384-59.998741453419704j)
223,(1.7384482127030616+1.8909071692077262j),(-0.024869897156062866+0.041918685658044706j),(-1.698214089232495+1.4527320669165746j),(-3.2080350088256484-1.0529470128084497j),(616.9819374291235+818.1489546163759j),(87.40945192042349-740.9141435382884j),(-610.7517118370281-764.5834895842656j),(464.0725158626708-244.27732868646282j),(-51.70854705213724-501.24396351134715j),(565.4199778881062+485.1634290618913j),(782.7842534459928-79.53996399075417j)
224,(1.5985542248733435+1.655322581663836j),(-0.02001531705703164+0.0360069345060571j),(-1.5253525518058355+1.319643560806935j),(-2.777881480267856-1.0217576568111162j),(558.3900849410287+837.7140532208284j),(61.02506979725604-727.6750540251029j),(-535.0740737338064-719.840983298882j),(486.7830002085825-251.58104799155814j),(-43.31207414470619-502.38173338665473j),(548.1951187891469+493.39523293436645j),(758.3828371420108-64.56825377407318j)
225,(1.3845560352087383+1.3832877809965494j),(-0.01891740841996277+0.032867133150273835j),(-1.3401976510506741+1.1441908457396759j),(-2.360183054677326-0.8344125287625542j),(580.8559874115407+857.4311432732659j),(112.98195831125125-745.5320836551047j),(-570.9132024584582-802.2961634527372j),(483.1708327711743-223.52087910173597j),(-51.89974669861801-494.7573067959617j),(567.9718087832284+538.1032924890761j),(781.7086546118229-45.83825304002634j)
226,(1.2537856812748542+1.192474989917744j),(-0.016338366019167307+0.03041231523031701j),(-1.0764248015122344+1.0148375193484447j),(-2.2201892613467793-0.6100800955941601j),(568.3054700969133+853.2161989408368j),(107.68518070020991-761.0012188971281j),(-596.1457732117751-780.5637877167027j),(484.0664978189472-226.3657464629365j),(-35.15179591311699-499.29222536351875j),(578.8712337095099+506.6149815222645j),(780.7666823595569-63.67014644840533j)
227,(1.1393966317268696+0.9891710356668j),(-0.012709960436593209+0.025509827721547963j),(-0.8911514641780107+0.90875178608904j),(-1.9032281274989773-0.5382225692204239j),(594.4459963004746+901.8410723700936j),(97.14131607492685-741.8241747433491j),(-559.3695715542375-804.9871861820094j),(486.65661307278685-220.74503141250923j),(-44.719066808748714-491.17548857097904j),(544.9085320332516+490.3727992587434j),(781.3791073201252-37.93161191860341j)
228,(1.026068091519089+0.8350344642521347j),(-0.010893608811261647+0.023676197987343304j),(-0.7944349173940733+0.8244277671135889j),(-1.66520939804511-0.46598368313052896j),(557.3312588282828+893.7149514822188j),(111.80276397160499-757.1567187003129j),(-608.4114199845261-779.8651897068779j),(482.1527685453088-213.43703680907248j),(-45.43204702371181-495.0145903712565j),(557.4534272603915+516.5355212453386j),(788.6496061850897-48.58869007501261j)
229,(0.9108084864514161+0.6980703129834818j),(-0.008370961102656439+0.019968154467041834j),(-0.685188928860498+0.7624768712987661j),(-1.4515427316143346-0.3562379667478515j),(549.0050097984771+879.8675055539378j),(103.57494393834486-738.1458287301137j),(-593.4796220762564-781.4468097052925j),(474.18439606710234-227.5352947718686j),(-43.27064135733882-487.8821320742493j),(537.6313330975186+527.7450792039887j),(769.822344102311-29.8463787258539j)
230,(0.8064272360625903+0.596550196904919j),(-0.00649429690058621+0.018525338977654283j),(-0.5799702170003558+0.6777632178534421j),(-1.274771347790871-0.26041706462909986j),(551.0373402545109+891.6829290332047j),(94.40344339358928-758.5498771332109j),(-621.7787270118246-770.1715592173512j),(475.5867584261458-226.46041347269266j),(-59.11582738680217-495.07586754949915j),(544.4623790555416+517.657311393535j),(780.6781944225922-42.955405145350355j)
231,(0.7293486555927524+0.4949626276983534j),(-0.005684803988827482+0.015672738752059528j),(-0.4911883449303824+0.599790827254323j),(-1.1342527536323883-0.21953660128933328j),(546.9513934334838+904.3785933374181j),(102.86361837327979-744.2548161882461j),(-611.7173381745038-760.9816234588149j),(471.44191056609276-221.6897913550392j),(-53.85287744541631-484.5928140275503j),(538.3917607734664+534.7602727973351j),(786.1550986183111-34.14815357732559j)
232,(0.6383312283356108+0.4566204575322678j),(-0.005367713326894971+0.014609131029072235j),(-0.4495142117681701+0.5287950892714104j),(-1.0336712482452202-0.21455127182387088j),(553.1299532814421+954.4871148318194j),(120.89040315709666-763.7007815761522j),(-633.6123387462251-866.5915690685279j),(497.98829871361465-207.54741550969638j),(-31.69883087121787-513.124782445395j),(539.3520368030539+557.986738208513j),(812.6749250573489-16.281813850451293j)
233,(0.5717755770302471+0.32983595287121176j),(-0.003646339136499996+0.012571313293734301j),(-0.34431353024423167+0.4690733579802262j),(-0.8560814966026251-0.12292364737213685j),(540.9004787063776+872.9496194460984j),(82.38705149611444-740.9154135105405j),(-612.0242520566864-748.186548548136j),(468.6067715292662-238.2339100519037j),(-67.63009832459564-482.1958888948262j),(524.8694675653841+528.5254833742495j),(777.6100672287088-34.63935676433153j)
234,(0.46853940567375235+0.2852824840580701j),(-0.0034836931335819493+0.010581484842252641j),(-0.2966743530682947+0.38604089433578265j),(-0.7120208511367848-0.15034959882882118j),(447.71006256945515+899.2182240244858j),(104.15670156566046-745.8326950988096j),(-618.79122733597-753.280877870542j),(475.5967843393844-193.28715189903866j),(-50.65325145041915-481.3083577789218j),(466.4336750659148+565.2652496338632j),(776.1526834940286-3.6358479250015208j)
235,(0.44689632736663865+0.24896400334817492j),(-0.002684641899808425+0.009731474316864762j),(-0.26471146007925783+0.3652593842618197j),(-0.6594352411777386-0.10370901928741577j),(506.85646437580766+913.0157593541987j),(103.51276356613022-764.2565315483981j),(-622.7403274101496-780.8573779965964j),(498.9567260604129-222.56160345892127j),(-41.28646236294112-508.5848840737247j),(511.2808699715653+567.7990012997482j),(806.648683165993-15.607275519183982j)
236,(0.3840421907481722+0.21766177769450606j),(-0.0022678085856038983+0.008525563054595913j),(-0.23133190363889763+0.30527259341152013j),(-0.5809354175696073-0.07893826745175554j),(478.3304919860749+967.6601565590674j),(125.92327943792095-749.7282952044857j),(-630.495475774324-812.1637968482034j),(514.8960094102908-195.44645005249782j),(-41.52019471709447-520.1751817277918j),(512.0086558800979+589.0300216934833j),(812.9543016067774-7.551138072332424j)
237,(0.3183008536604965+0.1691916827530335j),(-0.0018847316835357768+0.00690170161272139j),(-0.18201131311923713+0.2558182219840542j),(-0.48105388542858385-0.06942073486850756j),(437.598278685659+952.5005363580786j),(128.18446424476323-731.5555391717251j),(-580.1803537362441-784.3970030399948j),(472.09396922228035-191.1623437945699j),(-37.06658015256102-499.31068810330225j),(481.25963368833493+559.7674631830272j),(775.852934240024+28.20381858101555j)
238,(0.26976113749942277+0.13712519486130761j),(-0.0014155265241042982+0.0059179863295225395j),(-0.16070107294732783+0.2208571776663336j),(-0.3956610193998925-0.05374857683075915j),(423.43173985778634+922.1258962325808j),(139.15289242705416-711.9684125146679j),(-604.4435255782976-741.8996214357408j),(475.98097354513556-190.8118019425415j),(-52.88054915998748-492.7154145500074j),(459.4099764693219+572.5180330042139j),(736.753521476387+45.5746702702986j)
239,(0.2533054359297429+0.10880488218276094j),(-0.0011403098601892613+0.005496480083041834j),(-0.13415856654243147+0.20209387700631726j),(-0.35279898081734257-0.03424363286633314j),(461.6904939636241+935.2278153667279j),(110.77136010542182-770.8236353618787j),(-607.5979019397088-774.4743720843051j),(507.4711470204969-196.49237182025539j),(-50.0250269488515-500.678355001778j),(479.70928756444783+571.8517004770657j),(791.87157211688+9.284745252136535j)
240,(0.20309008627730207+0.09844623099341773j),(-0.0009602915594182364+0.004571254800962852j),(-0.10438792238459937+0.15477193438751774j),(-0.2972083763527214-0.04140953899768243j),(397.5444890461903+916.2550017833039j),(144.91753979088242-736.4110953821996j),(-584.9409211576926-816.7040736724922j),(480.85866939762127-165.83772792201432j),(-32.763255953021286-482.29266480098613j),(439.2245765308451+577.6683345554022j),(769.2787876925399+39.167523180032504j)
241,(0.1853980476612708+0.07967582676168977j),(-0.0006842209203202015+0.0041678005681222j),(-0.09191978195511005+0.15140293944830507j),(-0.2588268612797809-0.026780411653808317j),(413.98028200705454+953.5856373138107j),(139.29234341833717-762.0996908537005j),(-638.6580508999167-797.1961330933863j),(515.99382987798-196.80017810066911j),(-39.37691412660195-504.88616802746265j),(470.35112351439534+616.1245151508522j),(803.5486328560926+49.1248724448176j)
242,(0.15731307538237504+0.05799337607405689j),(-0.0004557444600416349+0.0034738874418499786j),(-0.07489453882112827+0.12743112590809372j),(-0.2131799515902813-0.014863380147113692j),(412.73603634641916+978.364888478513j),(108.36149420480939-748.8153142909846j),(-601.9755619499279-756.9109363746263j),(492.7539572500634-184.89633155525482j),(-44.23647557438265-492.2106054391585j),(477.1078809663092+561.4691701121263j),(797.4659082729148+43.13849991714637j)
243,(0.1348249964712976+0.0586648925701312j),(-0.00048475094816864857+0.0030596309717043193j),(-0.06622324912784833+0.1041647151674836j),(-0.18701318544268525-0.026360361186897836j),(381.8959472097569+990.1059640873175j),(124.7449001774419-754.9788388476159j),(-593.7898020790378-810.4633308557437j),(516.5300744409905-172.0665201468568j),(-27.940538549614544-509.8994876008668j),(468.28790988020785+596.1090672047379j),(805.2214252042204+55.42203073081505j)
244,(0.11170938308223596+0.04066446821621722j),(-0.0003138005025159862+0.00249443397418576j),(-0.05274367458682776+0.09117803935353519j),(-0.15528509976075414-0.013479656397611256j),(409.7395268858422+1005.2622204543868j),(121.3944120094104-771.0649344211506j),(-643.057032931862-800.992795156799j),(506.51528240614965-181.6457757324548j),(-33.24603922061546-511.38474192667536j),(457.0695440087453+599.7521389299692j),(818.9755785810484+50.415890787461066j)
245,(0.09540566376426247+0.03471187457749597j),(-0.0002778355470372748+0.0021135782642672145j),(-0.04445832140157083+0.07650767881093196j),(-0.12942662471080169-0.010622904726195252j),(398.9460737545252+992.1354340516363j),(136.9171604897781-753.0974874633187j),(-623.33898333239-799.5306843452622j),(512.7416381325919-183.67331039576885j),(-34.27356818518969-513.9508991151338j),(454.0837021356098+614.9970173717619j),(800.7810452074217+54.014753428718734j)
246,(0.0801227621377677+0.030154851558774134j),(-0.00016246446077772128+0.0017496037617804262j),(-0.03439180883058485+0.06380372546560505j),(-0.1095134637991301-0.008556392004214687j),(392.46561836584584+1019.1258468566497j),(149.14048994274003-764.4366050442843j),(-630.8390785728427-803.019101859057j),(515.7392830124846-173.56649786896898j),(-31.11909478403669-523.2239995494602j),(469.4933091568458+651.4841222977169j),(801.7942563869993+56.34364846859527j)
247,(0.06350214418172327+0.024756819133774387j),(-0.00019990157092062934+0.0014782687502757025j),(-0.02945050058640732+0.051578178483442476j),(-0.08541079461699014-0.007491743101777998j),(346.88258651621237+985.6960688595464j),(169.89862299313725-746.6137827257904j),(-631.2150931140067-836.796745932312j),(519.0497641806802-160.70235432472583j),(-20.407758197538097-512.093953944218j),(423.34632896547816+627.6145676464478j),(788.5448918211605+80.45603685712952j)
248,(0.053364106960029016+0.01745745813339429j),(-9.603944228081952e-05+0.0012183297409811289j),(-0.02552559515012697+0.043828345316277786j),(-0.07474992928068958-0.004287305109076878j),(340.904721921199+1022.6666452657261j),(150.8395960010816-750.5675375563878j),(-621.5709412583087-779.087381989443j),(506.79444405286563-172.4023932728716j),(-52.819156346272564-512.7667429647526j),(435.64665992301076+626.547540397337j),(787.8304053586995+83.0834192636944j)
249,(0.04261290444346135+0.016110705159623477j),(-0.00013329063509490298+0.000979244915443774j),(-0.02112672921929431+0.033286292215286256j),(-0.0588199131676954-0.008895296069784182j),(289.0918982695576+1006.6478217046198j),(174.63415765378844-763.373582348497j),(-557.9134953302893-838.3751329589572j),(516.3989111726207-147.10937642694034j),(-3.038091241578421-509.363432273411j),(392.8153444299416+681.0404259316155j),(798.9256868726136+97.71903467771587j)
250,(0.03472628829990748+0.01025918126339997j),(-7.760497193349495e-05+0.0008065059114702433j),(-0.016004111084496866+0.02858996530794006j),(-0.04637158028093123-0.005004688130526819j),(339.34984093892285+1017.2693059019849j),(131.91165312763985-753.8766178239899j),(-613.4747396135813-775.3117896266957j),(522.4226950244049-175.24160879632643j),(-46.43542263302851-504.44286735524037j),(434.1566776030468+646.4194251167323j),(795.9855849066294+97.94806315793798j)
251,(0.027117074061276232+0.009772797194962737j),(-6.917848157344777e-05+0.0006506706760196501j),(-0.013058955644322977+0.02312824447539115j),(-0.03792339727716548-0.004795089867023485j),(276.30264567120867+1077.3561885971833j),(191.23410051866205-735.820315001021j),(-561.5754204044437-817.0734800092968j),(518.8123214003332-138.59563758533136j),(-24.005941381617998-509.7727666649214j),(387.32878671762904+653.4652169327171j),(780.4340221796658+104.01177220504692j)
252,(0.02248275088352043+0.008189581344426045j),(-6.684447912958579e-05+0.0005150574991228234j),(-0.011365239879267516+0.01788046717756198j),(-0.03139927914345481-0.0043568820965815165j),(286.45998325218324+1064.9316970786788j),(184.96523374271075-770.2086596811608j),(-616.862875750523-860.2835639176834j),(548.5372150776923-147.76549767220558j),(-18.07338044790325-531.8748418204779j),(385.1735536969655+715.9432031184241j),(824.8822331335468+115.81739716601888j)
253,(0.016844751465647116+0.006187912647913619j),(-5.88855830693652e-05+0.0003982670634016725j),(-0.00888401767621812+0.013214716954640209j),(-0.02322693424718816-0.0037591702033133306j),(257.56869550154744+1072.2066630023523j),(169.48686765634565-760.1499295806219j),(-613.0488609666969-832.8400783330839j),(529.6256585040154-135.9039929029558j),(-9.735751496484397-518.3238100891755j),(402.05749486601417+685.6883554533646j),(816.4504103342655+154.883501147351j)
