Frequency [Hz],Gain,phase [rad]
66434500.0,104.90537674377296,-0.4134535332123537
66934000.0,114.10358077898388,-0.511328032524936
67433500.0,123.79689008128676,-0.6023949854314974
67933000.0,133.49019938358967,-0.6934619383380596
68432500.0,143.6711179201082,-0.7789751461694772
68932000.0,153.8896257399113,-0.86406022163122
69431500.0,164.3379714018395,-0.9468507503129967
69931000.0,174.95116423115354,-1.0279955554985267
70430500.0,185.63087931634004,-1.1085093668844732
70930000.0,196.52566423725014,-1.1869831432319367
71429500.0,207.42044915816018,-1.2654569195793992
71929000.0,218.47758156087494,-1.3422771439578758
72428500.0,229.5547506643241,-1.4188932892488102
72928000.0,240.68416806416096,-1.4947880248465377
73427500.0,251.8573740546227,-1.5700781567363407
73927000.0,263.0350267488196,-1.6451748334728886
74426500.0,274.2306967444966,-1.7194876622117279
74926000.0,285.4263667401736,-1.793800490950568
75425500.0,296.58942817230314,-1.8674715471713443
75925000.0,307.7468185499028,-1.941030990780282
76424500.0,318.8605024097176,-2.0142774236288186
76924000.0,329.9314745562096,-2.0872179701578157
77423500.0,340.98286157994255,-2.160070467405379
77923000.0,351.93116577887145,-2.232459532855053
78422500.0,362.8794699778004,-2.304848598304724
78922000.0,373.7071105246419,-2.3768013499899996
79421500.0,384.50709975779364,-2.448654115900291
79921000.0,395.2298670747778,-2.5202437717599167
80420500.0,405.86466424315137,-2.591533696255613
80920000.0,416.4781520196956,-2.6627480038911417
81419500.0,426.9373773741514,-2.7334149078234797
81919000.0,437.39660272860726,-2.8040818117558177
82418500.0,447.71473359697154,-2.87419823271073
82918000.0,457.9919661927372,-2.9441550882319016
83417500.0,468.1889258213381,-3.0137609605029385
83917000.0,478.27912006328984,-3.08290001481855
84416500.0,488.35327149506514,3.1312243792106345
84916000.0,498.2503721542896,3.0630258432569915
85415500.0,508.147472813514,2.9948273073033485
85915000.0,517.8956224511412,2.9274193538439293
86414500.0,527.5906150348809,2.860293540351041
86914000.0,537.2014116622926,2.793640421673285
87413500.0,546.6810092130702,2.7277238837766036
87913000.0,556.1501475633203,2.6618676172592584
88412500.0,565.3962536877931,2.597296578981702
88912000.0,574.6423598122659,2.532725540704146
89411500.0,583.7095312101476,2.4691866898961536
89911000.0,592.6995402116054,2.406092951449678
90410500.0,601.5900799108495,2.343563816991957
90910000.0,610.2979886059578,2.282071325911746
91409500.0,619.0038823275759,2.2205899908538407
91909000.0,627.402105097002,2.160812094586508
92408500.0,635.8003278664281,2.1010341983191734
92908000.0,643.9763126633038,2.042455092126508
93407500.0,652.0380204883147,1.984492415691831
93907000.0,659.9865889579885,1.927127410806993
94406500.0,667.6883406811456,1.87106624353884
94906000.0,675.3900924043029,1.8150050762706873
95405500.0,682.7264879270438,1.7608534366112978
95905000.0,690.0508906254234,1.706764477232682
96404500.0,697.1349817522089,1.6539361022317487
96904000.0,704.0731072824105,1.6018734080072812
97403500.0,710.9050096909136,1.5503800749907364
97903000.0,717.4583051265477,1.5003800891859034
98402500.0,724.0116005621819,1.4503801033810686
98902000.0,730.219114687265,1.4023149060237068
99401500.0,736.4005742464292,1.3543954946634629
99901000.0,742.379417071517,1.3076898260153773
100400500.0,748.2138314230647,1.26184933273391
100900000.0,753.9742501162386,1.2164978444568164
101399500.0,759.4974153616164,1.1727142606463805
101899000.0,765.0205806069943,1.1289306768359446
102398500.0,770.3062904174327,1.0869428740878022
102898000.0,775.5631430279474,1.0451733068715083
