!CSV A.01.01
!Keysight Technologies,P5024A,MY58100101,A.13.90.09
!Date: Friday, January 24, 2020 13:32:46
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S11(REAL),S11(IMAG),S12(REAL),S12(IMAG),S21(REAL),S21(IMAG),S22(REAL),S22(IMAG)
115470000,0.088888578,0.087242022,0.00031369226,0.00097473775,-35.469482,-58.084332,0.017707175,0.015525228
116465000,0.09674266,0.075031795,-0.00070013024,0.00019887659,-44.495731,-52.242664,0.077178985,-0.01048601
117460000,0.10490461,0.068534873,0.0079410123,0.0029359122,-51.578857,-46.203945,0.013807085,0.035813343
118455000,0.10990863,0.052260228,0.001079283,-0.0024935126,-58.059231,-37.737392,-0.029081643,-0.068566933
119450000,0.10153983,0.043193582,0.0004716726,0.004721541,-63.166992,-29.238058,-0.058268387,0.052194953
120445000,0.12408601,0.036003597,-0.003671119,-0.0022328093,-66.839355,-20.929358,-0.076648228,0.027340069
121440000,0.11883775,0.0070694606,-0.00052655581,-0.00083691394,-69.220329,-9.8382225,-0.018731344,0.038368236
122435000,0.11616596,0.0047259466,0.0014580194,-0.0057617645,-70.539085,-0.59960008,0.043818254,0.0041052732
123430000,0.12410378,-0.010366204,-0.0031508512,-0.00032025715,-70.043938,9.4099464,-0.018835649,0.074074201
124425000,0.12514322,-0.024883684,-0.00075934653,0.001015289,-68.776932,19.348993,-0.042340752,0.093646042
125420000,0.11810988,-0.042527266,-0.0027501341,0.0036791773,-64.734512,29.018253,-0.012653589,0.03146711
126415000,0.11987706,-0.05485611,-0.0023790768,0.00063860643,-61.074146,38.189213,-0.025764808,-0.023384197
127410000,0.11156125,-0.056666203,-0.0016034379,0.0010859797,-55.916481,46.340427,-0.038920652,0.0062810183
128405000,0.10427018,-0.066099197,-0.0010804932,-0.0034035945,-48.928398,53.51783,0.050946731,-0.0025344335
129400000,0.09516938,-0.088619351,-0.00038061812,-0.0010054394,-40.877213,60.289936,0.0087612988,0.070052765
130395000,0.086889125,-0.099276245,-0.00054933794,0.0016636606,-32.200851,65.258476,-0.033629425,0.022856031
