Frequency [Hz],Gain,phase [rad]
1000000.0,0.0922496262719544,5.668692742814986
1499500.0,0.0686034871929766,5.27608647227372
1999000.0,0.0489949585021616,5.022069805689586
2498500.0,0.0330938074876673,4.894841756217625
2998000.0,0.0205818035324752,4.8829998246893584
3497500.0,0.01115271811439,4.975539999612792
3997000.0,0.0045123248060396,5.161856757172414
4496500.0,0.0003783992748756,5.431743061229192
4996000.0,-0.0015192807168274,5.775390363320579
5495500.0,-0.0014389353119713,6.183388602660507
5995000.0,0.0003732174413653,6.646726206139391
6494500.0,0.0036829615899273,7.156790088324134
6994000.0,0.0082680832752829,7.705365651458108
7493500.0,0.0139183707338234,8.284636785461185
7993000.0,0.0204356142967639,8.887185867929702
8492500.0,0.0276336063901424,9.505993764136484
8992000.0,0.0353381415348206,10.13443982703085
9491500.0,0.0433870163464833,10.76630189723858
9991000.0,0.0516300295356388,11.39575630306195
10490500.0,0.0599289819076187,12.017377860479716
10990000.0,0.0681576763625778,12.626139873147121
11489500.0,0.0762019178954947,13.217414132395877
11989000.0,0.0839595135961708,13.786970917234186
12488500.0,0.0913402726492312,14.330978994346733
12988000.0,0.0982660063341243,14.84600561809468
13487500.0,0.1046705280251217,15.32901653051568
13987000.0,0.1104996531913187,15.777375961323862
14486500.0,0.1157111993966333,16.188846627909847
14986000.0,0.1202749862998076,16.561589735340714
15485500.0,0.1241728356544064,16.89416497636004
15985000.0,0.1273985713088185,17.185530531387897
16484500.0,0.1299580192062557,17.43504306852082
16984000.0,0.1318690073847525,17.64245774353183
17483500.0,0.1331613659771682,17.80792819987043
17983000.0,0.1338769272111845,17.932006568662608
18482500.0,0.1339708703731846,17.66188909118374
18982000.0,0.1190329853962811,17.661805831249197
19481500.0,0.1199003592999975,17.6303814088672
19981000.0,0.1170927245329447,17.493938798559014
20480500.0,0.10929670924344,17.292932623320745
20980000.0,0.0989430338847224,17.046716837942412
21479500.0,0.0983304228710366,16.80691634939576
21979000.0,0.1141445226550188,16.52402284430033
22478500.0,0.1414775577696889,16.238122190495886
22978000.0,0.152850382113678,15.950230140447008
23477500.0,0.1576610407973589,15.734682285033823
23977000.0,0.1437061357057802,15.590689435187578
24476500.0,0.1427029988181927,15.412546211775293
24976000.0,0.1909872340036131,15.35086975527999
25475500.0,0.2151866048508774,15.370707759221734
25975000.0,0.2308461348427874,15.524830672734407
26474500.0,0.2614331612126644,15.729442351039594
26974000.0,0.2741672966213297,15.93554864909088
27473500.0,0.2886775088128467,16.291616721119848
27973000.0,0.3142186643809723,16.65295812523382
28472500.0,0.319822186378652,17.086676983784105
28972000.0,0.3416577138991346,17.601939378503637
29471500.0,0.3438987612362546,18.201601982579902
29971000.0,0.3800189354461123,18.867333767080396
30470500.0,0.41223281361102,19.629848918320643
30970000.0,0.4524050108331666,20.4033388314675
31469500.0,0.4774320794297084,21.135994771717197
31969000.0,0.4955397789566164,21.913693615472827
32468500.0,0.5011712885376964,22.677988291915664
32968000.0,0.529070802195953,23.482054999966056
33467500.0,0.5190597519985662,24.256810296891796
33967000.0,0.5487097951618072,25.065203236760816
34466500.0,0.5525704186412146,25.838731234525966
34966000.0,0.5878476928159602,26.59176566449265
35465500.0,0.6357656277355055,27.329928330041703
35965000.0,0.656806684169683,28.015880112448414
36464500.0,0.6999181710005795,28.675239757644718
36964000.0,0.760223795864633,29.302918336512562
37463500.0,0.7953723247700605,29.88537958333255
37963000.0,0.8396254195792288,30.43192049880195
38462500.0,0.9126913146082704,30.911665703498645
38962000.0,0.9702525747069154,31.329029372396082
39461500.0,1.0294085074716923,31.691024090164273
39961000.0,1.0983751053767712,31.98621674853236
40460500.0,1.2099941935675531,32.20722182184622
40960000.0,1.2835365979004885,32.36633014088355
41459500.0,1.382580284102837,32.48161682835531
41959000.0,1.5265199588755032,32.53888794824038
42458500.0,1.6212056951945168,32.52023574335624
42958000.0,1.7610506740386036,32.43938184103205
43457500.0,1.9777472715046132,32.30210535829991
43957000.0,2.174456854594957,32.116557763766245
44456500.0,2.4407434444135743,31.88383477969706
44956000.0,2.655689659686112,31.607357866708604
45455500.0,2.9071382882864008,31.319007121347383
45955000.0,3.274293039393092,31.013659341194007
46454500.0,3.5945353589626903,30.705444013658493
46954000.0,4.037762270232279,30.400687583735795
47453500.0,4.342384166277934,30.122323725686137
47953000.0,4.7957187121178375,29.887367451206906
48452500.0,5.329780186461893,29.66223756367382
48952000.0,5.887488093175925,29.46577366894097
49451500.0,6.481790182586392,29.31169605144465
49951000.0,7.201429692212491,29.223097921862156
50450500.0,7.818312916910375,29.10251632996031
50950000.0,8.762390070854355,29.06801887957012
51449500.0,9.634125649512583,28.989593053689205
51949000.0,10.300417872560368,28.923286085667428
52448500.0,11.22377245851047,28.906997690101953
52948000.0,12.109304460875396,28.93485808670237
53447500.0,13.080589726771796,28.917002115736828
53947000.0,14.336706625078644,28.85014793088446
54446500.0,15.434493088800116,28.752452701667124
54946000.0,16.48022281290927,28.669890353237697
55445500.0,17.788688916943073,28.598859512246513
55945000.0,19.56997857499755,28.509883708491422
56444500.0,21.254790235007047,28.415284577653793
56944000.0,22.745528191570845,28.32822346060599
57443500.0,24.75242789115064,28.257647786856168
57943000.0,26.73945830008608,28.16797695553698
58442500.0,28.83449588380197,28.1040026941899
58942000.0,31.36277097481417,28.006270939699647
59441500.0,34.35398410825045,27.9368707251038
59941000.0,36.84946729622063,27.860146935922415
60440500.0,39.94857701931608,27.780593871337118
60940000.0,42.982087690585125,27.718785863669467
61439500.0,46.710129962097845,27.645155118770248
61939000.0,49.94896153946759,27.574070745426326
62438500.0,54.09910718510197,27.48817758171738
62938000.0,58.01536745030632,27.413999326159995
63437500.0,62.62828067238075,27.336041351197792
63937000.0,66.99869759396404,27.26257235786673
64436500.0,72.90485767842755,27.17384901655103
64936000.0,77.81621892677522,27.09304712533283
65435500.0,83.08407834909688,27.015825377385298
65935000.0,88.87078739848509,26.93366608111451
66434500.0,95.81894495007916,26.85230822594245
66934000.0,102.86517916827356,26.77280366254695
67433500.0,110.6296318904684,26.694619235240594
67933000.0,119.34796207901196,26.610683254752544
68432500.0,127.66693561260068,26.527870220709374
68932000.0,136.96824558865973,26.444966070267895
69431500.0,146.706468491867,26.364863098152284
69931000.0,155.4603012330969,26.282465868629572
70430500.0,166.1463941257468,26.19753595824018
70930000.0,177.8864670643264,26.11727719871692
