!CSV A.01.01
!Keysight Technologies,P5024A,MY58100101,A.13.90.09
!Date: Friday, January 24, 2020 13:56:57
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S11(REAL),S11(IMAG),S12(REAL),S12(IMAG),S21(REAL),S21(IMAG),S22(REAL),S22(IMAG)
160245000,-0.069748618,0.11409026,-0.00068985112,-0.007398115,21.399548,6.3657165,-0.0066665499,0.0077722939
161240000,-0.068696015,0.098808192,-0.0010799799,-0.0044169058,21.464615,-4.8592806,-0.010499741,-0.040294051
162235000,-0.062898055,0.11459165,0.0017085003,-0.00015265458,16.724791,-14.367553,-0.011140244,-0.014136589
163230000,-0.039428167,0.11056339,-0.0032527957,-0.0019670494,7.610868,-20.937712,-0.010004745,-0.0069516646
164225000,-0.02803942,0.12429463,0.0016796406,0.0023831595,-3.2174633,-22.096058,0.020670047,0.003591276
165220000,-0.019597461,0.11329891,0.001206032,0.00057415891,-13.382753,-17.502411,0.0029299639,-0.034001309
166215000,-0.0086739687,0.12162364,0.002243048,0.00019273032,-19.977079,-9.0093861,-0.016003452,-0.024905136
167210000,-0.0094630178,0.12133715,0.0012980653,-0.00088142691,-21.538422,1.1843325,-0.011396493,-0.014920214
168205000,0.011506278,0.12374905,0.00093839393,-0.00033560241,-18.276262,11.330243,-0.034855884,-0.03218621
169200000,0.026897473,0.12573129,0.0015021384,-0.002884534,-10.883113,18.531284,-0.00092402921,0.0090239216
170195000,0.032699268,0.12790002,-0.0030906333,0.00068537553,-0.99953234,21.4074,-0.039699093,0.0096854605
171190000,0.052001316,0.11790287,-0.0013054003,-0.0011951653,9.1875067,19.6026,-0.019467048,-0.01609268
172185000,0.054542102,0.11515284,8.6613582e-006,0.0025515028,17.472214,12.988866,-0.024666553,-0.0060704951
173180000,0.07024689,0.1057419,-0.00050871662,0.0007323054,21.700628,2.9612682,-0.01512228,-0.0061627426
174175000,0.063930809,0.10379884,-9.8627468e-005,-0.00063337805,20.41239,-7.5500703,-0.0062548369,0.031547919
175170000,0.08490473,0.088699684,0.00054295565,0.00084343657,13.981017,-15.950121,-0.02184022,0.011185161
